Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,tractian,,,,,,2400,57,10.06,0.26,181000,Navigational,"Related Searches, Knowledge Panel, Local Pack, Image Pack, Site Links, Video, Image, People Also Ask","0.65,0.65,0.65,0.65,0.54,0.65,0.54,0.43,0.54,0.43,0.54,0.65",20,,
us,vibration analysis,,,,,,2400,37,5.41,0.48,87800000,Informational,"Image Pack, Video, Related Searches, Site Links, Adwords Bottom, Video Carousel, People Also Ask, Things To Know, AI Overview","0.65,0.65,0.55,0.82,0.82,0.82,0.82,0.82,0.82,0.65,1.00,1.00",20,,
us,what are fixed assets,,,,,,2400,46,0.22,0.03,461000000,Informational,"Short Videos, AI Overview, Instant Answer, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.28,0.43,0.43,0.43,0.43,0.36,0.24,0.28,0.19,0.43,0.36,0.28",20,,
us,what is a capital expense,,,,,,2400,29,0.11,0.02,193000000,Informational,"Site Links, Video, People Also Ask, Related Searches, Short Videos, AI Overview","0.54,0.54,0.81,0.54,0.54,0.36,0.54,0.43,0.36,0.43,0.54,0.29",20,,
us,what is a contingency plan,,,,,,2400,45,0.18,0.00,33900000,Informational,"AI Overview, Site Links, Video, People Also Ask, Related Searches, Short Videos","0.35,0.35,0.29,0.24,0.44,0.18,0.29,0.44,0.66,0.66,1.00,0.66",20,,
us,what is cmms,,,,,,2400,39,5.85,0.28,4540000,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Video","0.65,0.82,0.65,1.00,0.82,1.00,1.00,1.00,1.00,0.65,0.65,0.82",20,,
us,what is data in data mining,,,,,,2400,42,0.89,0.02,327000000,Informational,"Site Links, Video, People Also Ask, Related Searches, Short Videos, AI Overview","0.28,0.02,0.01,0.02,1.00,0.43,0.43,0.00,0.13,0.43,0.81,0.66",20,,
us,what is ffi,,,,,,2400,43,0.02,0.00,10900000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, AI Overview","0.05,1.00,0.66,0.24,0.13,0.13,0.08,0.07,0.08,0.13,0.10,0.08",90,,
us,what is jit management,,,,,,2400,47,0.00,0.14,11900000,Informational,"AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.28,0.03,0.43,1.00,1.00,0.43,0.66,0.01,0.02,0.43,0.00,0.00",20,,
us,what is kaizen,,,,,,2400,53,0.08,0.02,24900000,Informational,"Image Pack, Video, People Also Ask, Related Searches, See Results About, Short Videos, AI Overview","0.65,1.00,0.82,1.00,0.82,0.82,0.65,0.82,0.65,1.00,0.82,0.82",90,,
us,abbreviation for standard operating procedures,,,,,,1900,26,0.00,0.00,3390000,Informational,"People Also Ask, Related Searches, AI Overview, Instant Answer, Site Links, Video","0.00,0.00,0.00,0.00,1.00,0.36,0.54,0.00,0.13,0.24,0.81,0.43",20,,
us,asset performance management,,,,,,1900,38,7.01,0.32,335000000,Informational,"Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.55,0.55,0.34,0.65,0.82,1.00,0.65,0.65,0.65,0.65,0.65,0.82",90,,
us,asset turnover formula,,,,,,1900,28,0.00,0.00,15200000,Informational,"Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Image Pack, Site Links, Video","0.44,0.24,0.53,0.44,0.53,0.24,0.16,0.16,0.18,0.53,0.44,0.24",20,,
us,availability definition,,,,,,1900,48,0.00,0.00,848000000,Informational,"Video, People Also Ask, Related Searches, Knowledge Panel, Site Links","0.44,0.80,0.52,0.36,0.66,0.24,0.27,0.27,0.52,0.80,0.27,0.66",20,,
us,bom meaning,,,,,,1900,29,0.00,0.00,214000000,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Video","0.55,0.82,0.55,0.65,0.82,0.65,0.65,0.65,0.65,0.55,0.82,0.65",75,,
us,boms,,,,,,1900,39,8.48,0.00,596000000,Informational,"Site Links, Video, Image, Video Carousel, Related Searches, Adwords Middle, Adwords Bottom, People Also Ask, AI Overview, Image Pack","0.54,0.19,0.19,0.19,0.19,0.28,1.00,0.28,0.19,0.19,0.19,0.15",20,,
us,calibrating,,,,,,1900,39,7.20,0.03,9310000,Informational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches, Short Videos","0.29,0.29,0.22,0.36,0.36,0.36,0.29,0.29,0.81,0.65,0.81,0.43",20,,
us,capital def,,,,,,1900,57,0.00,0.00,229000000,Informational,"Related Searches, Knowledge Panel, Image Pack, Video, People Also Ask","0.08,0.10,0.08,0.10,0.16,0.10,0.04,0.04,0.16,0.19,0.19,0.12",70,,
us,cmms system,,,,,,1900,52,15.06,0.60,5100000,Informational,"Video, Adwords Bottom, People Also Ask, Related Searches, Adwords Middle, AI Overview, Knowledge Panel, Site Links","0.54,0.66,0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",20,,
us,common area maintenance,,,,,,1900,39,1.06,0.05,664000000,"Informational, Navigational","Site Links, Video, Image, People Also Ask, Related Searches, See Results About, AI Overview, Knowledge Panel","0.44,0.52,0.44,0.80,0.66,0.66,0.52,0.52,0.36,0.66,0.66,0.52",20,,
us,configuration definition,,,,,,1900,52,0.00,0.00,800000000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches, Short Videos","0.44,0.44,0.24,0.53,0.44,0.35,0.44,0.44,0.24,0.35,0.29,0.44",70,,
us,contingency plan definition,,,,,,1900,50,0.16,0.00,33200000,Informational,"Video, People Also Ask, Related Searches, AI Overview, Instant Answer","0.82,1.00,0.65,0.55,0.44,0.82,0.55,0.55,0.55,1.00,0.55,0.82",20,,
us,cp kelco,,,,,,1900,29,0.00,0.00,216000,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches, AI Overview","0.08,0.16,0.16,0.44,0.54,0.12,0.19,0.19,0.16,0.44,0.29,0.04",20,,
us,cycle count,,,,,,1900,30,3.53,0.05,818000000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Things To Know, AI Overview","0.36,0.36,0.65,0.43,0.36,0.43,0.36,0.65,0.36,0.36,0.36,0.36",20,,
us,define assets,,,,,,1900,59,1.42,0.00,845000000,Informational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches, AI Overview","0.35,0.53,0.29,0.29,0.44,0.44,0.29,0.35,0.29,0.44,0.44,0.29",20,,
us,define capex,,,,,,1900,43,0.03,0.03,19300000,Informational,"AI Overview, Instant Answer, Site Links, Video, People Also Ask, Related Searches, Short Videos","0.01,0.02,0.10,0.29,0.66,0.53,0.24,0.35,0.10,0.08,0.53,1.00",20,,
us,define inspection,,,,,,1900,40,3.27,0.00,190000000,Informational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches, Short Videos","0.24,0.44,0.27,0.52,0.36,0.66,0.44,0.36,0.52,0.80,1.00,0.66",20,,
us,define lead time,,,,,,1900,50,0.46,0.01,1980000000,Informational,"Short Videos, AI Overview, Instant Answer, Site Links, Video, People Also Ask, Related Searches","0.54,0.65,0.29,0.65,0.43,0.29,0.54,0.54,0.43,0.29,0.36,0.65",20,,
us,define maintenance,,,,,,1900,58,3.37,0.01,1660000000,Informational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches, Short Videos","0.54,0.43,0.54,0.43,0.54,0.36,0.54,0.43,0.43,0.54,0.54,0.43",20,,
us,defined waste,,,,,,1900,42,0.00,0.00,223000000,Informational,"Knowledge Panel, Video Carousel, People Also Ask, Related Searches","0.19,0.03,0.81,1.00,1.00,0.43,0.00,0.02,0.00,0.07,0.07,0.07",70,,
us,down time,,,,,,1900,54,0.00,0.00,7060000000,Informational,"Video, Image, Video Carousel, Related Searches, Knowledge Panel","0.44,0.52,0.44,0.52,0.44,0.52,1.00,0.44,0.52,0.36,0.66,0.36",70,,
us,eam software,,,,,,1900,39,17.07,0.16,17700000,"Informational, Commercial","Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video","0.66,0.66,0.54,1.00,0.79,1.00,1.00,0.79,0.79,1.00,0.79,0.79",20,,
us,enterprise asset management software,,,,,,1900,37,17.07,0.16,198000000,"Informational, Commercial","Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video, Adwords Bottom","0.34,0.55,0.44,0.65,0.65,0.82,0.82,0.65,0.82,0.55,0.82,1.00",20,,
us,environmental compliance,,,,,,1900,37,3.01,0.10,443000000,Informational,"Local Pack, Video, Featured Snippet, People Also Ask, Related Searches, Things To Know, Knowledge Panel","0.27,0.52,0.52,0.80,0.52,0.52,1.00,0.44,0.52,0.36,0.24,0.52",70,,
us,environmental social and governance,,,,,,1900,63,3.00,0.09,251000000,Informational,"Short Videos, Things To Know, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.19,0.35,0.19,0.23,0.29,0.12,0.12,0.35,0.23,0.19,0.29,0.23",20,,
us,environmental social governance,,,,,,1900,60,3.46,0.26,249000000,Informational,"Site Links, Video, People Also Ask, Related Searches, Things To Know, AI Overview, Knowledge Panel","0.34,0.55,0.34,0.55,0.55,0.65,0.65,0.82,0.65,0.65,0.82,0.65",20,,
us,eoq,,,,,,1900,44,2.81,0.00,5560000,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Video, People Also Ask","0.35,0.29,0.35,0.44,0.44,0.44,0.44,0.29,0.24,0.35,0.44,0.35",20,,
us,eoq formula,,,,,,1900,40,0.63,0.01,851000,Informational,"Image Pack, Site Links, Video, Image, People Also Ask, Related Searches, Things To Know, AI Overview","0.43,0.19,0.36,0.43,0.54,0.28,0.24,0.24,0.13,0.28,0.36,0.36",20,,
us,failure mode,,,,,,1900,30,0.90,0.04,938000000,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Video","0.28,0.08,0.36,0.15,0.24,0.54,0.28,0.28,0.43,0.10,0.28,0.36",75,,
us,failure mode effect analysis,,,,,,1900,32,0.90,0.04,151000000,Informational,"AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.66,0.53,0.35,0.35,0.29,0.24,0.24,0.35,0.35,0.53,0.13,0.35",20,,
us,fixed asset,,,,,,1900,46,1.65,0.03,448000000,Informational,"Site Links, Video, Featured Snippet, People Also Ask, Related Searches, Things To Know, Knowledge Panel","0.18,0.35,0.44,0.53,0.44,0.44,0.24,0.35,0.24,0.24,0.35,0.29",20,,
us,idle time,,,,,,1900,16,0.00,0.00,144000000,Informational,"Image, Video Carousel, Related Searches, AI Overview, Video","0.65,0.65,0.65,0.65,0.65,0.65,0.82,0.65,0.82,0.82,1.00,0.82",75,,
us,industrial manufacturing,,,,,,1900,32,5.09,0.05,400000000,Informational,"Video, People Also Ask, Related Searches, Things To Know, Local Pack","0.36,0.52,0.52,0.44,0.52,0.52,0.52,0.66,0.44,0.66,0.52,0.52",75,,
us,inventory turnover ratio formula,,,,,,1900,43,0.39,0.03,25200000,Informational,"Video, Video Carousel, Related Searches, AI Overview, Knowledge Panel, Site Links","0.36,0.36,0.43,0.54,0.54,0.43,0.36,0.36,0.29,0.65,0.81,0.36",20,,
us,lead time what is,,,,,,1900,39,0.41,0.01,2000000000,Informational,"People Also Ask, Related Searches, Short Videos, AI Overview, Instant Answer, Site Links, Video, Video Carousel","0.27,0.36,0.52,0.80,1.00,0.80,0.52,0.36,0.44,0.27,0.27,0.36",20,,
us,maintenance management,,,,,,1900,28,9.27,0.31,1150000000,Commercial,"Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.55,0.65,0.44,0.65,0.65,0.82,0.65,0.82,0.65,0.65,0.82,1.00",20,,
us,maintenance software,,,,,,1900,38,37.19,0.55,579000000,"Informational, Commercial","Adwords Middle, AI Overview, Video, Adwords Bottom, Video Carousel, People Also Ask, See Results About, Things To Know, Related Searches","0.54,0.54,0.54,0.66,0.66,0.79,0.79,1.00,0.79,0.79,1.00,1.00",75,,
us,outage meaning,,,,,,1900,40,0.00,0.00,45200000,Informational,"Video, People Also Ask, Related Searches, Knowledge Panel","0.13,0.19,0.19,0.19,0.19,0.13,0.19,0.24,0.13,0.19,0.29,0.19",70,,
us,pareto charts,,,,,,1900,45,0.64,0.01,3080000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Knowledge Panel, Video","0.35,0.53,0.44,0.24,0.35,0.44,0.53,0.24,0.24,0.44,0.35,0.29",70,,
us,process control in statistics,,,,,,1900,41,2.62,0.10,791000000,Informational,"AI Overview, Site Links, Video, People Also Ask, Related Searches, Things To Know","0.07,0.03,0.53,1.00,0.81,0.44,0.44,0.01,0.13,0.35,0.35,0.44",20,,
us,provisioning services,,,,,,1900,32,0.00,0.00,270000000,Informational,"Image Pack, Site Links, Video, Related Searches, AI Overview","0.44,0.66,0.44,0.44,0.66,0.52,0.20,0.20,0.27,0.80,0.80,0.52",20,,
us,qa quality assurance,,,,,,1900,58,2.94,0.06,68700000,Informational,"AI Overview, Site Links, Video, People Also Ask, Related Searches","0.54,0.07,0.10,0.23,0.19,0.07,0.02,0.29,0.03,0.15,0.19,0.02",20,,
us,quality managed,,,,,,1900,44,3.81,0.08,4170000000,Informational,"Knowledge Panel, Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.79,0.79,0.79,1.00,0.79,0.79,0.66,0.54,0.66,1.00,0.79,0.79",20,,
us,rca definition,,,,,,1900,51,0.00,0.00,24500000,Informational,"Site Links, Video, Video Carousel, Related Searches, AI Overview","1.00,1.00,0.66,1.00,0.66,0.66,0.54,0.79,0.66,0.66,1.00,0.54",20,,
us,root causes,,,,,,1900,51,1.15,0.01,531000000,Informational,"Knowledge Panel, Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.19,0.16,0.29,0.16,0.12,0.44,0.16,0.29,0.44,0.19,0.23,0.19",20,,
us,service level agreement definition,,,,,,1900,67,0.81,0.00,243000000,Informational,"Short Videos, AI Overview, Video, People Also Ask, Related Searches","0.24,0.12,0.06,0.12,0.08,0.19,0.08,0.12,0.16,0.04,0.06,0.04",90,,
us,six sigma definition,,,,,,1900,45,0.46,0.15,126000000,Informational,"AI Overview, Instant Answer, Site Links, Video, People Also Ask, Related Searches","0.66,1.00,0.54,0.79,0.79,0.54,0.54,0.79,0.79,0.79,1.00,0.79",20,,
us,six sigma meaning,,,,,,1900,46,0.46,0.15,121000000,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, Knowledge Panel, Image Pack, Site Links","0.55,0.82,0.82,0.82,0.55,0.55,0.65,0.82,0.65,0.65,0.82,0.55",20,,
us,sop meaning business,,,,,,1900,41,1.72,0.00,167000000,Informational,"Site Links, Video, People Also Ask, Related Searches, AI Overview","0.44,0.44,0.82,0.44,0.82,0.30,0.34,0.65,0.65,0.65,0.82,1.00",20,,
us,sop procedure,,,,,,1900,44,4.03,0.15,150000000,Informational,"Image Pack, Site Links, Video, People Also Ask, Related Searches, Things To Know, AI Overview","0.81,0.02,0.43,0.43,0.19,0.19,0.07,0.36,0.15,0.15,0.19,0.28",20,,
us,sop stands for,,,,,,1900,31,4.54,0.00,160000000,Informational,"Video, People Also Ask, Related Searches, Instant Answer, Image Pack","0.55,0.55,0.55,0.65,0.82,0.65,0.55,0.44,0.65,1.00,0.82,0.65",20,,
us,spc meaning,,,,,,1900,21,0.00,0.00,92800000,Informational,"Site Links, Video, Related Searches, AI Overview","0.36,0.43,0.43,0.43,0.43,0.43,0.36,0.36,0.43,0.36,0.43,0.43",20,,
us,standard operation procedure,,,,,,1900,50,4.03,0.15,416000000,Informational,"AI Overview, Knowledge Panel, Video, Video Carousel, People Also Ask, Related Searches, Things To Know","0.10,0.07,0.54,0.24,1.00,0.36,0.43,0.10,0.19,0.24,0.05,0.03",70,,
us,stock turnover,,,,,,1900,36,0.48,0.05,140000000,Informational,"Related Searches, Things To Know, Site Links, Video, Featured Snippet, Video Carousel, Short Videos, Knowledge Panel, People Also Ask","0.44,0.44,0.16,0.44,0.35,0.08,0.12,0.04,0.29,0.04,0.19,0.16",20,,
us,total asset turnover,,,,,,1900,26,0.00,0.00,79500000,Informational,"AI Overview, Image Pack, Site Links, Video, Related Searches, Short Videos","0.23,0.19,0.54,0.29,0.23,0.19,0.12,0.10,0.16,0.44,0.23,0.19",20,,
us,turn around time,,,,,,1900,43,0.00,0.00,2330000000,Informational,"Knowledge Panel, Site Links, Video, Related Searches, AI Overview","0.54,0.54,0.43,0.43,0.65,0.43,0.22,0.29,0.54,0.29,0.54,0.29",20,,
us,uid meaning,,,,,,1900,31,0.00,0.00,228000000,Informational,"Image Pack, Site Links, Video, Image, Related Searches, AI Overview","0.82,0.65,0.82,0.82,0.55,0.82,0.44,0.82,0.65,0.55,0.65,0.65",20,,
us,what are cross contamination,,,,,,1900,55,0.03,0.00,102000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.04,0.01,0.00,0.01,0.66,0.36,0.28,0.01,0.04,1.00,0.81,0.43",90,,
us,what does original equipment manufacturer mean,,,,,,1900,38,0.24,0.01,137000000,Informational,"Related Searches, Short Videos, AI Overview, Site Links, Video, People Also Ask","0.02,0.00,0.07,0.02,0.00,0.00,0.01,0.00,0.13,0.66,1.00,0.01",20,,
us,what is a servicing,,,,,,1600,32,0.00,0.00,147000000,Informational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches","0.00,0.00,0.00,0.00,1.00,0.43,0.36,0.00,0.04,1.00,0.81,0.00",20,,
us,what is capital expenditure,,,,,,1900,53,0.11,0.02,69200000,Informational,"Instant Answer, Site Links, Video, People Also Ask, Related Searches, Short Videos, AI Overview","0.24,0.24,0.54,0.36,0.19,0.28,0.15,0.15,0.24,0.28,0.36,0.24",20,,
us,what is inventory management,,,,,,1900,50,4.75,0.07,349000000,Informational,"Video, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links","0.82,0.65,0.55,0.82,0.82,0.82,0.44,0.55,0.65,0.82,1.00,0.82",20,,
us,what is mro,,,,,,1900,26,0.00,0.00,48000000,Informational,"Video Carousel, People Also Ask, Related Searches, See Results About, Short Videos, AI Overview, Site Links, Video","0.66,0.79,0.79,1.00,1.00,0.79,0.66,0.79,0.79,0.66,1.00,0.79",20,,
us,what is servicing,,,,,,1900,27,0.00,0.00,150000000,Informational,"Video, Video Carousel, Related Searches, Knowledge Panel","0.36,0.28,0.01,0.02,0.02,0.02,0.05,0.36,0.02,1.00,0.81,0.03",70,,
us,what is the meaning of capital expenditure,,,,,,1900,42,0.11,0.02,68900000,Informational,"Related Searches, Short Videos, Knowledge Panel, Site Links, Video, People Also Ask","0.03,0.02,0.81,0.24,1.00,0.36,0.43,0.00,0.03,0.24,0.04,0.00",20,,
us,what remaining,,,,,,1000,45,0.00,0.00,1520000000,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Video","0.10,0.08,0.10,0.07,0.04,0.10,0.10,0.07,0.07,0.13,0.19,1.00",75,,
us,application programming interface meaning,,,,,,1600,76,0.33,0.02,113000000,Informational,"Video, Related Searches, Short Videos, Image Pack, Site Links, Video Carousel, People Also Ask, AI Overview, Instant Answer","0.02,0.04,0.02,1.00,0.02,0.02,0.02,0.00,0.02,0.01,0.81,0.02",20,,
us,asset tag,,,,,,1600,31,15.24,1.00,168000000,Informational,"Adwords Bottom, Related Searches, AI Overview, Knowledge Panel, Site Links, Video, Image","0.55,0.55,0.44,0.55,0.44,0.55,0.55,0.65,0.65,0.55,0.55,0.65",20,,
us,asset turnover,,,,,,1600,34,1.11,0.00,99700000,Informational,"Site Links, Video, Video Carousel, AI Overview, Knowledge Panel, People Also Ask, Related Searches, Short Videos, Things To Know","0.28,0.28,0.36,0.28,0.36,0.19,0.15,0.15,0.15,0.28,0.36,0.28",20,,
us,assetwatch,,,,,,1600,33,1.53,0.31,6120000,Navigational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Knowledge Panel","0.68,0.84,0.68,0.84,0.84,1.00,0.68,1.00,0.84,0.68,1.00,0.68",20,,
us,calibration definition,,,,,,1600,44,3.58,0.00,183000000,Informational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches, Short Videos","0.36,0.28,0.24,0.13,0.19,0.15,0.19,0.15,0.36,0.43,0.28,0.28",20,,
us,call out definition,,,,,,1600,42,0.00,0.00,697000000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches, Short Videos","0.35,0.24,0.35,0.29,0.81,0.13,0.35,0.16,0.13,0.10,0.35,0.10",70,,
us,capital expenditure meaning,,,,,,1600,49,0.06,0.02,68600000,Informational,"Related Searches, Short Videos, Knowledge Panel, Image Pack, Site Links, Video, People Also Ask","0.19,0.19,0.28,0.28,0.28,0.24,0.19,0.24,0.19,0.28,0.28,0.19",20,,
us,cmms programs,,,,,,1600,23,20.99,0.26,1070000,Informational,"Video, Adwords Top, People Also Ask, Related Searches, Adwords Middle, Site Links","0.13,0.10,0.07,0.13,0.10,0.28,0.13,1.00,0.08,0.19,0.24,0.08",20,,
us,common areas,,,,,,1600,30,0.00,0.00,2050000000,Informational,"Knowledge Panel, Site Links, Video, Video Carousel, Related Searches","0.54,0.66,0.66,0.66,0.79,0.20,0.54,0.66,0.79,0.79,0.79,0.41",20,,
us,compliance services,,,,,,1600,56,6.74,0.26,901000000,Navigational,"AI Overview, Local Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.22,0.22,0.29,0.22,0.36,0.43,0.36,1.00,0.54,0.36,0.36,0.29",20,,
us,complience mean,,,,,,1600,50,0.00,0.00,842000000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches, Short Videos","0.65,1.00,1.00,1.00,0.82,0.82,0.65,0.65,0.82,0.00,0.00,0.00",70,,
us,config meaning,,,,,,1600,53,0.00,0.00,808000000,Informational,"Knowledge Panel, Video, Related Searches","0.82,0.82,0.20,0.24,0.82,0.24,0.20,0.55,0.13,1.00,0.82,0.65",70,,
us,cost savings,,,,,,1600,50,5.22,0.02,850000000,Informational,"Knowledge Panel, Site Links, Video, Related Searches, AI Overview","0.68,0.84,0.52,1.00,0.84,0.84,0.84,0.68,0.68,1.00,0.84,0.68",20,,
us,define downtime,,,,,,1600,50,0.00,0.00,29300000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches","0.24,0.82,0.44,0.34,0.34,0.82,0.55,0.65,0.55,0.34,0.20,0.44",70,,
us,define provisioning,,,,,,1600,43,0.00,0.00,269000000,Informational,"Site Links, Video, Related Searches, Knowledge Panel","0.29,0.03,0.10,0.03,0.07,0.23,0.05,0.15,0.13,0.01,0.03,0.02",20,,
us,define refurbish,,,,,,1600,50,0.58,0.00,2880000,Informational,"Knowledge Panel, Video, Related Searches, Short Videos","1.00,0.80,0.27,0.80,0.27,0.36,0.24,0.16,0.20,0.10,0.36,0.52",70,,
us,define waste,,,,,,1600,42,0.00,0.00,316000000,Informational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches","0.43,0.29,0.54,0.36,0.36,0.43,0.16,0.16,0.10,0.16,0.16,0.16",20,,
us,definition fifo,,,,,,1000,28,0.00,0.00,5700000,Informational,"Video, Video Carousel, Related Searches, See Results About, AI Overview","0.16,0.04,0.00,0.00,0.01,0.53,0.81,0.00,0.07,0.53,1.00,0.00",75,,
us,definition of assets,,,,,,1600,61,1.42,0.00,1450000000,Informational,"Video, People Also Ask, Related Searches, Short Videos, AI Overview, Knowledge Panel, Site Links","0.05,1.00,0.23,0.23,0.05,0.16,0.16,0.12,0.23,0.12,0.05,0.08",20,,
us,describe capital expenditure,,,,,,1600,32,0.04,0.01,17000000,Informational,"Site Links, Video, Related Searches, Short Videos, AI Overview","0.54,0.65,0.65,0.65,1.00,0.00,0.43,0.00,0.00,0.00,0.00,0.01",20,,
us,digital twin definition,,,,,,1600,53,2.79,0.29,79200000,Informational,"Related Searches, AI Overview, Site Links, Video, People Also Ask","0.54,0.54,0.54,0.66,0.79,1.00,0.79,0.66,0.66,0.79,1.00,0.54",20,,
us,disponibilidad,,,,,,1600,37,0.00,0.00,243000000,Informational,"Related Searches, Instant Answer, Video, Video Carousel","0.84,1.00,0.84,1.00,0.84,1.00,1.00,0.84,0.84,1.00,0.84,0.84",20,,
us,equipment maintenance software,,,,,,1300,29,45.23,0.09,199000000,Commercial,"Site Links, Video, Adwords Bottom, Related Searches","0.34,0.34,0.30,0.44,0.44,0.65,0.55,0.82,0.82,0.65,0.82,1.00",20,,
us,equipment watch,,,,,,1600,41,2.37,0.23,1580000000,Navigational,"See Results About, Site Links, Video, Adwords Bottom, Related Searches","0.44,0.52,0.52,0.44,0.52,0.44,0.44,0.52,0.36,0.44,0.44,0.36",20,,
us,explain fmea,,,,,,1600,34,0.47,0.01,873000,Informational,"People Also Ask, Related Searches, Things To Know, AI Overview, Site Links, Video, Video Carousel","0.36,0.05,0.52,0.66,1.00,0.52,0.66,0.03,0.24,0.52,0.52,0.03",20,,
us,failsafe meaning,,,,,,1600,0,0.00,0.00,9310000,Informational,"People Also Ask, Related Searches, Knowledge Panel, Video","0.66,0.54,0.54,0.66,0.66,0.79,0.79,0.54,1.00,0.79,0.66,0.79",,,
us,failure analysis,,,,,,1600,26,4.23,0.04,562000000,Informational,"Knowledge Panel, Site Links, Video, Related Searches, AI Overview","0.30,0.54,0.54,0.54,0.54,0.79,0.54,0.79,0.79,0.79,1.00,1.00",20,,
us,fifo vs lifo,,,,,,1600,24,0.27,0.01,3050000,Commercial,"Video, Video Carousel, Related Searches, AI Overview, Image Pack, Site Links","0.36,0.29,0.43,0.43,0.43,0.29,0.29,0.22,0.29,0.36,0.65,0.36",20,,
us,fixed assets meaning,,,,,,1600,42,0.09,0.02,235000000,Informational,"Related Searches, Short Videos, Instant Answer, Knowledge Panel, Site Links, Video","0.84,1.00,1.00,0.68,0.84,0.84,0.46,0.46,0.84,0.84,0.68,0.84",20,,
us,fracas meaning,,,,,,1600,44,0.00,0.00,2390000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches","0.44,0.82,0.44,0.55,0.34,0.44,0.34,0.34,0.34,0.65,0.82,0.65",70,,
us,ftf meaning,,,,,,1600,10,0.00,0.00,4940000,Informational,"Site Links, Video, Image, Related Searches, AI Overview","0.36,0.36,0.36,0.29,0.36,0.29,0.36,0.29,0.36,0.36,0.29,0.29",20,,
us,hazop,,,,,,1600,31,3.37,0.02,1480000,Informational,"Related Searches, Short Videos, AI Overview, Knowledge Panel, Site Links, Video, Video Carousel","0.84,0.68,0.68,1.00,0.84,1.00,1.00,0.68,0.52,0.68,0.68,0.68",20,,
us,inventory turnover calculation,,,,,,1600,33,0.49,0.03,11900000,Informational,"AI Overview, Image Pack, Site Links, Video, Related Searches","0.24,0.52,1.00,0.10,0.66,0.36,0.20,0.20,0.27,0.52,0.52,0.52",20,,
us,jit production,,,,,,1600,53,0.76,0.22,14800000,Informational,"AI Overview, Image Pack, Site Links, Video, People Also Ask, Related Searches, Things To Know","0.04,0.02,0.36,0.54,0.03,0.00,0.01,0.02,0.12,0.03,0.03,0.05",20,,
us,just in time inventory,,,,,,1600,38,6.27,0.09,482000000,Informational,"AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.65,0.55,0.65,0.65,0.65,0.65,0.44,0.55,0.55,0.65,0.44,0.55",20,,
us,lead times,,,,,,1600,39,4.71,0.01,2150000000,Informational,"Instant Answer, Knowledge Panel, Site Links, Video, Related Searches, Short Videos, AI Overview","0.19,0.24,0.13,0.28,0.19,0.28,0.24,0.28,0.28,0.13,0.24,0.24",20,,
us,lifo vs fifo,,,,,,1600,24,0.66,0.02,3050000,Commercial,"Site Links, Video, Video Carousel, Related Searches, AI Overview, Image Pack","0.29,0.29,0.36,0.43,0.29,0.29,0.22,0.22,0.22,0.29,0.54,0.36",20,,
